Gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Jkamp	0.611569314	0.010733127	0.121	0.115	1
Polr2k	0.611625816	0.000255851	0.353	0.355	1
Dlat	0.611851701	-0.024251714	0.131	0.146	1
Nup93	0.612014276	-0.026269646	0.113	0.134	1
Haus3	0.612560516	0.009155541	0.131	0.124	1
Med11	0.613088899	-0.013708606	0.284	0.296	1
Fam58b	0.613221921	-0.031612948	0.083	0.108	1
Ndufa10	0.613719903	-0.014074534	0.301	0.311	1
Ndufb6	0.616244282	0.001220169	0.263	0.261	1
Lpin2	0.617093175	0.013200171	0.105	0.098	1
Zrsr2	0.617259996	-0.000317104	0.371	0.379	1
Crcp	0.617373108	0.013034681	0.105	0.099	1
Ubac1	0.618350597	-0.0270363	0.109	0.126	1
Naa30	0.619070925	0.006433914	0.152	0.148	1
Abraxas1	0.619989592	-0.033286948	0.077	0.1	1
Pgap2	0.620882948	0.01129392	0.117	0.106	1
Sec61a1	0.621516968	-0.012836968	0.344	0.347	1
Vps18	0.621922678	0.011838187	0.113	0.103	1
Purb	0.622764039	-0.023740895	0.762	0.766	1
Rybp	0.623363079	0.00303673	0.179	0.182	1
Zmym1	0.623814111	0.013347864	0.102	0.095	1
Adrm1	0.62399797	0.00189385	0.215	0.212	1
2210016F16Rik	0.624111079	-0.023494203	0.13	0.147	1
Creg1	0.624296254	-0.026604851	0.116	0.13	1
Rce1	0.626188093	-0.021792285	0.139	0.157	1
Chka	0.626236701	-0.019229324	0.177	0.206	1
Zbtb22	0.626828259	0.009775723	0.121	0.115	1
Slc35b2	0.626900495	0.006191866	0.147	0.146	1
Hras	0.627036039	-0.026079805	0.112	0.131	1
Pycr2	0.627125189	-0.024695197	0.122	0.135	1
Socs4	0.628096388	0.001048063	0.229	0.23	1
Pmf1	0.629030212	-0.022482969	0.142	0.155	1
Tars2	0.630561891	-0.028142563	0.098	0.117	1
Haus2	0.630621932	-0.028657505	0.096	0.117	1
Atp5c1	0.6314115	-0.00060343	0.424	0.422	1
Dnaja3	0.631877758	-0.023526949	0.127	0.143	1
Coq5	0.632662302	0.003693481	0.171	0.171	1
Rbm15	0.632784019	-0.018041251	0.185	0.2	1
Upf1	0.633224712	-0.013693514	0.289	0.296	1
Bckdk	0.633331563	0.011130958	0.113	0.104	1
Paip2b	0.633808054	0.005145246	0.15	0.151	1
Trappc12	0.63531972	0.004451557	0.169	0.169	1
Tmem87a	0.636162015	0.003878891	0.166	0.163	1
Pnpt1	0.636174114	-0.026505756	0.107	0.125	1
Stk19	0.636474484	0.007462404	0.137	0.131	1
Abhd13	0.637178514	0.011843495	0.108	0.098	1
Plagl2	0.637442434	0.005537479	0.158	0.153	1
Smim27	0.637648032	0.012463625	0.101	0.098	1
Pigu	0.638514702	-0.023346936	0.128	0.144	1
Utp14b	0.639950184	0.009533812	0.117	0.111	1
2610507B11Rik	0.640077479	-0.01334831	0.281	0.292	1
Pigq	0.64197496	0.009921885	0.114	0.108	1
Tnfaip1	0.642293294	-0.023745413	0.121	0.139	1
Rfx7	0.642353752	0.001418159	0.337	0.336	1
Zfp729b	0.642496487	0.007609535	0.127	0.125	1
Dbf4	0.643095192	0.010409884	0.108	0.106	1
Uba6	0.644099544	-0.016650984	0.206	0.216	1
Ice2	0.644305751	-0.025690331	0.112	0.128	1
Cept1	0.644894378	0.007566753	0.13	0.126	1
Cenpb	0.645881408	-0.015807108	0.22	0.231	1
Fam91a1	0.645933616	-0.023925515	0.121	0.138	1
Dnajc1	0.646075855	-0.019289701	0.167	0.184	1
Ide	0.646364186	-0.028935674	0.088	0.112	1
Mast3	0.646374929	0.010889795	0.108	0.102	1
BC037034	0.646935803	0.011135324	0.106	0.099	1
Ift20	0.646989921	-0.012752423	0.315	0.325	1
Anapc15	0.647080028	-0.018406594	0.168	0.183	1
Hmgn5	0.647646238	0.010521881	0.107	0.102	1
Atg2b	0.648106737	-0.031083401	0.08	0.102	1
Mmadhc	0.648177317	0.007520603	0.13	0.126	1
Klhl20	0.648800363	0.012156366	0.102	0.096	1
Hikeshi	0.649095895	-0.015771567	0.207	0.219	1
Msi2	0.650178712	-0.012844608	0.283	0.298	1
Parvg	0.65063477	0.012336898	0.101	0.093	1
Thap4	0.651067921	-0.03133571	0.076	0.1	1
Atg3	0.651473035	0.002597182	0.189	0.186	1
Gorasp2	0.652191481	-3.56E-05	0.258	0.258	1
Malsu1	0.652544432	0.004773304	0.15	0.145	1
Cdk9	0.652901092	-0.011934061	0.344	0.357	1
Tssc4	0.654485664	0.007885507	0.122	0.117	1
Psmd11	0.654651361	-0.017739901	0.555	0.554	1
Pex16	0.654817971	0.01171459	0.102	0.093	1
Sgpp1	0.656150259	-0.030682809	0.078	0.1	1
Retreg2	0.656286677	0.01188477	0.1	0.093	1
Zbtb1	0.656579248	0.003052816	0.181	0.18	1
Pmpcb	0.656895904	0.002937825	0.184	0.181	1
Rps25	0.65776756	-0.013217969	0.998	0.997	1
Scrib	0.659174273	-0.018415352	0.169	0.178	1
Sap30l	0.659737204	0.001938923	0.182	0.178	1
Prcc	0.662657439	0.009903061	0.108	0.102	1
Mrps35	0.662747126	-0.026818753	0.095	0.115	1
Actr1b	0.663912321	0.00483659	0.145	0.142	1
Kpna6	0.664302833	-0.019716686	0.152	0.166	1
Cul5	0.664481218	0.000209452	0.238	0.242	1
Gm8797	0.664909979	-0.027022254	0.094	0.115	1
Tut1	0.66501339	-0.027662628	0.09	0.111	1
Tatdn1	0.665196614	0.009880911	0.107	0.1	1
Tti2	0.66646031	0.010378386	0.105	0.098	1
Ppp1r12c	0.666923594	0.0038381	0.159	0.156	1
Lamtor3	0.667516661	0.003408617	0.16	0.16	1
Mlxip	0.668512027	-0.013281185	0.256	0.276	1
Etfb	0.669332463	0.005957194	0.133	0.128	1
Trmt13	0.669604482	-0.019345568	0.149	0.164	1
Fastk	0.670045303	0.006141808	0.133	0.128	1
Ercc2	0.671209932	-0.026051139	0.097	0.116	1
Slc50a1	0.672762312	0.002191577	0.175	0.173	1
Cnot7	0.674481812	0.001975588	0.191	0.189	1
Mcur1	0.675906956	0.005244314	0.137	0.137	1
Dlg1	0.676440635	0.000986462	0.196	0.201	1
Grpel2	0.67667147	0.006110825	0.129	0.128	1
Yipf6	0.677416286	0.00762335	0.118	0.112	1
Fam3c	0.678056575	0.00631073	0.125	0.123	1
Zbtb7a	0.67945328	-0.01704287	0.515	0.528	1
Smad2	0.679480661	0.000543728	0.199	0.199	1
Mrpl11	0.681143238	-0.000520634	0.272	0.273	1
Xpnpep1	0.683560486	0.007095177	0.118	0.112	1
Mfsd14a	0.683996467	-0.013148752	0.274	0.281	1
Tiprl	0.684316568	0.001803431	0.175	0.175	1
Mrpl40	0.686191646	0.001719217	0.18	0.178	1
Rbpj	0.687296167	0.001538858	0.179	0.179	1
Atl2	0.687359662	0.005451144	0.129	0.129	1
Papd4	0.688045084	0.001844601	0.172	0.175	1
Snx15	0.688745479	-0.02607187	0.093	0.11	1
Pgam5	0.688993038	-0.025274759	0.097	0.114	1
Ap3s2	0.689456533	-0.026692095	0.089	0.108	1
Ints4	0.690363515	0.009339651	0.102	0.097	1
Ccdc6	0.690657116	0.006607844	0.116	0.116	1
Nsmce3	0.692806032	0.004847988	0.131	0.13	1
Akt2	0.693363948	0.002140285	0.157	0.159	1
Elovl1	0.693777055	0.00289052	0.157	0.157	1
N4bp2	0.694507595	-0.004268986	0.381	0.385	1
2010007H06Rik	0.694774288	-0.021454086	0.118	0.132	1
Tmem260	0.695609946	0.004741796	0.135	0.131	1
Pih1d1	0.696809426	0.00815832	0.106	0.101	1
Mgll	0.696914266	-0.019590322	0.144	0.161	1
Atf6b	0.697079121	-0.017692425	0.166	0.179	1
Nans	0.698034305	0.006224987	0.12	0.117	1
Cnot10	0.698253745	0.001590651	0.179	0.178	1
Cdyl	0.698656801	0.008718764	0.103	0.098	1
Med9	0.698955042	0.006817667	0.114	0.109	1
Ogfod1	0.699230136	-0.027125743	0.083	0.101	1
Ttc7	0.699501938	0.006704488	0.118	0.114	1
Ctdp1	0.700522555	0.007482249	0.109	0.104	1
Cbx7	0.701734603	-6.96E-05	0.213	0.215	1
Mlh1	0.70213519	-0.024078385	0.099	0.117	1
Dazap1	0.702362696	-0.011951486	0.317	0.322	1
Atxn10	0.702767832	0.003329817	0.151	0.152	1
Ncor2	0.703557108	-0.014889676	0.2	0.207	1
Pknox1	0.703842262	-0.013959031	0.214	0.223	1
Hccs	0.704279987	-0.024095134	0.097	0.117	1
Pptc7	0.704583223	0.000935965	0.177	0.177	1
1500015A07Rik	0.704951991	0.008617712	0.1	0.096	1
Tapt1	0.705162786	0.007330195	0.108	0.103	1
Tmem167	0.706405171	-0.013868633	0.49	0.486	1
Iars2	0.706550964	0.000572905	0.204	0.203	1
CAAA01118383.1	0.706572312	0.00368203	0.136	0.136	1
Smg6	0.707222711	-0.011902161	0.369	0.376	1
Josd2	0.707483142	0.00463087	0.13	0.126	1
Gfm1	0.710479319	-0.02552329	0.086	0.105	1
Exosc9	0.711615401	-0.018246892	0.148	0.159	1
Srprb	0.711762355	0.005230133	0.122	0.119	1
Pms2	0.712573571	-0.023296456	0.101	0.118	1
Tmc6	0.713660753	0.007903893	0.102	0.098	1
Zfp281	0.714769716	-0.017693804	0.153	0.164	1
Arl6ip4	0.715199608	-0.001655245	0.256	0.257	1
Neu1	0.71573769	-0.026147579	0.084	0.101	1
Ppp1r7	0.716739741	-0.013234407	0.252	0.261	1
Cramp1l	0.716856119	0.007444336	0.104	0.097	1
Ptcd2	0.717247853	-0.021319104	0.114	0.126	1
Dusp12	0.717255636	-0.023921705	0.096	0.114	1
Rbsn	0.717285919	0.00574172	0.115	0.112	1
Fam53b	0.717529937	-0.024466565	0.092	0.109	1
Rufy3	0.719543887	-0.000501277	0.219	0.223	1
Gm2000	0.720693869	-0.021341855	0.113	0.127	1
Klf13	0.721092407	0.000745693	0.186	0.191	1
Egln1	0.721304683	-0.024537137	0.088	0.106	1
Chd1l	0.721666668	-0.02410753	0.094	0.108	1
Smarcad1	0.721791834	-0.000910954	0.248	0.248	1
6030458C11Rik	0.72374387	-0.021723822	0.108	0.124	1
6720427I07Rik	0.724118644	-0.022906431	0.098	0.115	1
Zc3h10	0.725336269	0.00198391	0.147	0.144	1
Ddx19a	0.726912559	-0.020163373	0.119	0.133	1
Ncdn	0.729639437	-0.024361893	0.087	0.106	1
Bcl7a	0.730865476	-0.013759763	0.19	0.195	1
Ndufb5	0.731892318	-0.010621941	0.41	0.42	1
Tmem57	0.733075469	-0.016249047	0.16	0.178	1
Cpox	0.733286355	-0.021519295	0.105	0.117	1
Dynll2	0.733308419	0.004809877	0.108	0.117	1
Znhit3	0.734104555	0.005045113	0.114	0.109	1
Tex30	0.734498139	-0.018824685	0.129	0.14	1
Ado	0.735108364	-0.024767156	0.086	0.103	1
Ccnt1	0.735258452	-0.002802906	0.453	0.458	1
Pds5b	0.736471769	-0.001264828	0.251	0.259	1
Ptbp2	0.736596956	-0.000631149	0.212	0.216	1
2610037D02Rik	0.736648671	-0.001498345	0.294	0.296	1
Sf3a3	0.7372659	-0.002065086	0.361	0.359	1
Aar2	0.738576286	0.003939251	0.121	0.117	1
Fam126b	0.738591635	0.004070186	0.117	0.116	1
Hsdl1	0.739283036	-0.023963409	0.088	0.105	1
Agps	0.73981305	0.000101491	0.189	0.188	1
Cpsf3	0.740160879	-0.000398631	0.211	0.213	1
Ftsj1	0.740726967	-0.023140858	0.094	0.11	1
Alkbh8	0.74163475	0.00099231	0.159	0.16	1
Srsf9	0.741874368	-0.00356923	0.442	0.445	1
Eaf1	0.743420392	0.005944783	0.1	0.097	1
0610010K14Rik	0.743944429	0.004322305	0.119	0.117	1
Dgkz	0.746221527	-0.015336367	0.165	0.178	1
Qser1	0.746502288	0.003517416	0.121	0.122	1
Ints11	0.746870261	0.002637627	0.125	0.126	1
Sec24a	0.746912894	-0.01554439	0.164	0.177	1
Tsen15	0.748544032	-0.023393168	0.088	0.102	1
5730455P16Rik	0.750769101	0.00505416	0.101	0.101	1
2410004B18Rik	0.752058533	0.00123529	0.141	0.138	1
Mrpl28	0.752272538	-0.000537933	0.175	0.18	1
Gramd4	0.753719485	-0.019410044	0.115	0.131	1
Rps20	0.754477722	-0.016935015	1	1	1
Tmem33	0.754764849	0.000848807	0.154	0.161	1
Trim11	0.754833267	0.002677526	0.123	0.123	1
Alg11	0.755193859	-0.020189401	0.111	0.127	1
Zbtb21	0.755504221	0.005251961	0.103	0.1	1
Ubp1	0.756765485	-0.001740213	0.285	0.292	1
Taf15	0.757490056	-0.00388868	0.49	0.488	1
Pacsin2	0.758460046	-0.020780032	0.103	0.117	1
Aup1	0.759955134	-0.002369435	0.301	0.302	1
Zfp84	0.760785837	0.000182038	0.165	0.166	1
Mbtd1	0.761137547	-0.003115431	0.32	0.325	1
Psmb7	0.761291143	-0.002042042	0.341	0.341	1
Hdac3	0.761417194	0.000829373	0.143	0.143	1
Paxip1	0.761830656	-0.019803126	0.113	0.124	1
Dr1	0.762712184	-0.00093434	0.177	0.176	1
Xpo6	0.762962772	-0.01097395	0.288	0.296	1
Thoc5	0.764237224	-0.018078071	0.126	0.138	1
Mrps31	0.76440845	0.004711727	0.102	0.098	1
Ap3m1	0.764549635	0.000399545	0.161	0.163	1
Hira	0.765223372	-0.017511011	0.13	0.145	1
Brat1	0.766050663	-0.022211624	0.089	0.103	1
Zc3hc1	0.767145612	0.00283601	0.116	0.116	1
Tpst2	0.768752177	0.004968941	0.1	0.098	1
Cnih1	0.769258572	-0.019822097	0.108	0.119	1
Nelfa	0.770235019	-0.01549133	0.152	0.167	1
Jade1	0.771262072	0.002645594	0.114	0.114	1
Ciapin1	0.772463398	-0.014964329	0.162	0.173	1
Arl1	0.772573669	-0.002667984	0.224	0.22	1
Itfg2	0.773349475	-0.01621786	0.142	0.153	1
Pole4	0.773428868	-0.002626575	0.42	0.426	1
Wdfy1	0.773881433	-0.01351775	0.196	0.211	1
Bmyc	0.773910885	0.000569713	0.144	0.149	1
Suv39h1	0.775464522	-0.022413806	0.086	0.1	1
Dnajc30	0.775526121	0.002489347	0.117	0.116	1
Mettl3	0.775816687	-0.013449814	0.19	0.199	1
Casp2	0.776024652	0.001956792	0.119	0.119	1
Tarbp2	0.776027631	0.000728583	0.134	0.138	1
Smim26	0.776673592	0.004081673	0.102	0.099	1
Mcm2	0.776750471	-0.017511011	0.127	0.138	1
Gga3	0.776804787	0.001690985	0.124	0.123	1
2-Mar	0.776904602	-0.000726813	0.165	0.165	1
Tbca	0.776968456	-0.002646248	0.424	0.418	1
Fam206a	0.777026727	-0.016574743	0.129	0.139	1
Zhx1	0.777876489	-0.001728531	0.203	0.205	1
Rad1	0.777958982	0.00372123	0.102	0.1	1
Isg20l2	0.778103068	-0.002531348	0.251	0.254	1
Lrrc14	0.778384737	-0.016393509	0.141	0.155	1
Armc1	0.778407417	-0.013127249	0.198	0.205	1
Ociad1	0.781264449	-0.010798975	0.305	0.313	1
Ranbp2	0.781620544	-0.006332637	0.603	0.605	1
Cep83	0.78165736	-0.014182993	0.18	0.192	1
Klc1	0.781695228	0.001534745	0.124	0.124	1
Fem1b	0.781773896	0.000975658	0.131	0.131	1
Rpl9	0.782457783	-0.019144988	0.999	0.999	1
Psma6	0.784174674	-0.013024008	0.499	0.499	1
Cul2	0.784348194	-0.018271124	0.117	0.13	1
Ube2g2	0.784584979	-0.01530646	0.152	0.165	1
Far1	0.786808749	-0.010401034	0.401	0.414	1
Huwe1	0.787059503	-0.005838489	0.622	0.626	1
Tsc22d2	0.787931461	-0.003123039	0.299	0.303	1
Rrp36	0.788074342	0.000855458	0.132	0.129	1
Ube2k	0.788402507	-0.004233575	0.45	0.461	1
Ubald1	0.789088192	0.002626248	0.106	0.107	1
Snrnp48	0.789128892	-0.002449376	0.453	0.458	1
Ss18	0.789166926	0.000151795	0.134	0.135	1
Usp5	0.789940719	-0.015847109	0.147	0.156	1
Fem1c	0.790483689	0.002228384	0.11	0.106	1
Eif3h	0.791083637	-0.004299529	0.585	0.587	1
Zfp146	0.791294271	-0.016950197	0.139	0.147	1
Arfip2	0.791403367	-0.020851267	0.088	0.103	1
Ccng1	0.793741083	-0.014089954	0.165	0.171	1
Ngrn	0.795677417	0.001918871	0.115	0.113	1
Etaa1	0.796638218	0.001638394	0.113	0.112	1
Cdc23	0.796989434	8.08E-05	0.139	0.139	1
Rpe	0.797597443	-0.01356677	0.174	0.184	1
Prpf3	0.798415785	-0.012887555	0.183	0.194	1
2310057M21Rik	0.798649446	-0.019447255	0.095	0.109	1
H2afy	0.798906081	-0.012357453	0.524	0.534	1
Acsl3	0.800879513	0.002011029	0.106	0.109	1
Celf1	0.80190131	-0.004910974	0.506	0.51	1
Elp2	0.802414383	-0.016384346	0.131	0.143	1
Nfic	0.802932058	-0.020043594	0.085	0.102	1
Tial1	0.803208698	-0.010924451	0.278	0.288	1
Lin54	0.803388412	0.00201521	0.105	0.106	1
Mief1	0.803537411	-0.015827695	0.136	0.147	1
Tm2d3	0.804060566	-0.014032651	0.159	0.169	1
Ankrd52	0.804250635	0.000619531	0.121	0.125	1
Cndp2	0.804880986	0.001250415	0.117	0.118	1
Snrpb2	0.804912381	-0.002670768	0.235	0.238	1
Polr2d	0.805400526	0.000316655	0.13	0.129	1
Bicd2	0.805541868	-0.016942685	0.122	0.134	1
Eif4enif1	0.805755626	-0.00261696	0.197	0.199	1
Zfp652	0.806284618	-0.002487405	0.188	0.189	1
Lman1	0.80683339	-0.001301807	0.158	0.16	1
Eea1	0.807053144	-0.016951429	0.107	0.121	1
Snhg9	0.807800059	0.000982863	0.114	0.112	1
Lats1	0.807864595	-0.00142234	0.152	0.152	1
Zfp664	0.808370593	-0.013532158	0.165	0.175	1
Otud6b	0.808629161	-0.01694676	0.127	0.136	1
Rragc	0.809198793	-0.001473733	0.149	0.155	1
Casd1	0.809530427	0.002353624	0.1	0.098	1
Pphln1	0.809620825	-0.001546904	0.147	0.148	1
Zfp280d	0.811413504	-0.009435808	0.383	0.388	1
Ddx23	0.811728632	-0.002841204	0.339	0.341	1
Mob2	0.812298004	-0.000140307	0.132	0.132	1
Riok1	0.812388414	-0.002660159	0.333	0.338	1
Vapb	0.812748118	-0.016747983	0.117	0.128	1
Mapk6	0.812803176	-0.0142515	0.157	0.167	1
Htra2	0.81487371	-0.017511011	0.109	0.118	1
Ppp1r13b	0.816229872	0.001109673	0.104	0.104	1
Strada	0.816509931	-0.001512572	0.153	0.154	1
Nubp1	0.817525377	-0.010181469	0.322	0.328	1
Galnt7	0.818795563	0.001843921	0.094	0.1	1
E130309D02Rik	0.819781476	-0.015810499	0.125	0.138	1
Atrip	0.820978906	-0.017511011	0.103	0.113	1
Srbd1	0.821429465	0.001234336	0.104	0.105	1
Aldh2	0.822352317	-0.000439718	0.132	0.138	1
Cyb561d2	0.823214825	-0.019076605	0.088	0.103	1
Fgfr1op	0.825325951	-0.003127093	0.224	0.23	1
Miga1	0.826252446	-0.015817155	0.123	0.132	1
Tmed10	0.829012762	-0.010768542	0.485	0.488	1
Golt1b	0.830019981	-0.016932197	0.105	0.117	1
Ezh2	0.830572951	-0.001569467	0.144	0.147	1
Mtmr2	0.830619592	0.000434868	0.108	0.111	1
Emc8	0.831441525	-0.012683847	0.182	0.189	1
Mms19	0.832081898	-0.002913012	0.155	0.153	1
Osgep	0.832141353	-0.002026415	0.165	0.168	1
Sec11a	0.832186864	-0.003576163	0.347	0.355	1
Anks3	0.832785927	-0.001387156	0.138	0.141	1
Pcna	0.832875186	-0.003220047	0.227	0.231	1
Aldh16a1	0.832990091	-0.015430701	0.125	0.137	1
Zfp1	0.833244654	-0.001434704	0.147	0.151	1
Usp22	0.834272449	-0.003212974	0.193	0.197	1
Ralgapa1	0.835369029	-0.010277077	0.294	0.3	1
Emc4	0.839533958	-0.001258315	0.131	0.133	1
Ddhd2	0.840561589	-0.0159803	0.109	0.119	1
Ap1m1	0.841572255	-0.011800893	0.182	0.19	1
Ints5.1	0.84194384	-0.017511011	0.091	0.103	1
Prkd3	0.841950084	-0.002715883	0.155	0.156	1
Ints2	0.842580538	-4.71E-05	0.102	0.102	1
Asb13	0.843166749	-0.017316223	0.095	0.106	1
Sdhd	0.845355827	-0.012961928	0.166	0.171	1
Dopey1	0.845743659	-0.012491689	0.163	0.17	1
Fxyd5	0.846942536	-0.015466349	0.115	0.129	1
Mrps11	0.848316929	-0.001382764	0.115	0.115	1
Arl5a	0.849581001	-0.012188716	0.18	0.19	1
Gclm	0.850288022	-0.014534463	0.13	0.142	1
Mtx1	0.850592505	-0.014670127	0.127	0.136	1
Ndufa5	0.851305869	-0.009014872	0.427	0.426	1
Mphosph9	0.851618127	-0.001607125	0.121	0.125	1
Hipk2	0.851973144	-0.000167673	0.1	0.099	1
Bola1	0.852420057	-0.002078958	0.133	0.135	1
Togaram1	0.852892296	-0.002562536	0.172	0.175	1
Mbtps2	0.853204199	-0.000533393	0.104	0.106	1
Rabepk	0.853509138	-0.016348485	0.098	0.111	1
Slc25a28	0.853941166	-0.01396424	0.135	0.146	1
Sft2d3	0.855383197	-0.003148389	0.153	0.159	1
Mtpap	0.856476744	-0.002280072	0.136	0.136	1
Fen1	0.857191409	-0.003706973	0.153	0.159	1
Tuba1c	0.857754745	-0.01055498	0.216	0.227	1
Oxr1	0.858989682	-0.000996242	0.101	0.102	1
Trio	0.860156817	-0.002250163	0.129	0.13	1
Rabif	0.860193199	-0.016533244	0.092	0.103	1
Kat8	0.860282021	-0.015769911	0.103	0.114	1
Blzf1	0.860282632	-0.001481974	0.107	0.109	1
Tlnrd1	0.860772089	-0.001042817	0.107	0.107	1
Ndufv1	0.86207569	-0.013082733	0.152	0.159	1
Kansl3	0.862689267	-0.004570387	0.199	0.206	1
Tfam	0.863058193	-0.004652681	0.28	0.277	1
Zc3h7b	0.863907472	-0.001095724	0.107	0.108	1
Thap2	0.864210679	-0.003435826	0.242	0.246	1
Tmem222	0.864492837	-0.001174036	0.105	0.107	1
Kxd1	0.864589604	-0.010608977	0.215	0.222	1
Pick1	0.864919368	-0.001410852	0.103	0.107	1
2610002M06Rik	0.865341849	-0.015758868	0.095	0.108	1
Prpsap1	0.865915577	-0.002864235	0.173	0.174	1
Me2	0.867324706	-0.014823713	0.109	0.118	1
Aspscr1	0.867728212	-0.002992491	0.131	0.137	1
Msh2	0.870345904	-0.014832622	0.108	0.12	1
Setd3	0.87153503	-0.003886012	0.163	0.167	1
Snx27	0.871696777	-0.003264761	0.157	0.159	1
Grsf1	0.872066428	-0.014462123	0.115	0.125	1
Ltn1	0.873771698	-0.011596482	0.174	0.181	1
Ascc2	0.874503332	-0.001845156	0.104	0.108	1
Fbxl6	0.874757305	-0.015743363	0.092	0.1	1
Fam117b	0.876355635	-0.013753012	0.125	0.137	1
Gtf2h2	0.876452809	-0.015750076	0.093	0.103	1
Mosmo	0.876689514	-0.013710943	0.119	0.129	1
Thap7	0.878410914	-0.001970858	0.103	0.107	1
Keap1	0.880697392	-0.014261051	0.112	0.121	1
Tpp2	0.88363575	-0.006146784	0.398	0.408	1
Get4	0.884568265	-0.003537154	0.128	0.132	1
Rptor	0.8847174	-0.003495989	0.14	0.142	1
Usp48	0.884810095	-0.010397715	0.203	0.21	1
Parp6	0.885099573	-0.003036326	0.121	0.126	1
Srp68	0.885138104	-0.01205383	0.166	0.174	1
Ptrh2	0.885303112	-0.002813187	0.108	0.111	1
Rexo4	0.885682485	-0.011025402	0.194	0.204	1
Gmeb1	0.885863548	-0.011513026	0.155	0.168	1
Exoc5	0.885933794	-0.008952905	0.244	0.257	1
Atf1	0.886661184	-0.009362012	0.271	0.274	1
Polr2j	0.887052846	-0.008360234	0.39	0.388	1
Mrpl55	0.887653745	-0.004061359	0.158	0.16	1
Opa1	0.888597841	-0.004822004	0.181	0.184	1
Coa5	0.889601967	-0.010674827	0.195	0.207	1
Dus3l	0.890999908	-0.003036657	0.111	0.113	1
Fam96a	0.891588602	-0.005006186	0.293	0.291	1
Atrn	0.892568621	-0.012824193	0.125	0.133	1
Pomp	0.893449553	-0.007875959	0.535	0.534	1
Zfp655	0.893464203	-0.013126206	0.115	0.126	1
C030034I22Rik	0.894528533	-0.003391148	0.117	0.122	1
Diaph2	0.89534265	-0.002974918	0.111	0.114	1
Setd1a	0.897669941	-0.011923494	0.144	0.15	1
Fbxl14	0.897862253	-0.002739924	0.099	0.103	1
1110008P14Rik	0.898072093	-0.009159395	0.227	0.234	1
Mettl26	0.898905221	-0.013295963	0.116	0.122	1
Faf1	0.899423043	-0.003994867	0.125	0.125	1
Gtf2h5	0.900222679	-0.005296013	0.401	0.403	1
Cops5	0.900260226	-0.007817615	0.323	0.328	1
Ankrd27	0.901116406	-0.00355684	0.105	0.107	1
Appl1	0.901928593	-0.00439253	0.244	0.247	1
Magt1	0.904674121	-0.009120834	0.235	0.243	1
Btaf1	0.905548805	-0.009038715	0.241	0.249	1
Lmnb1	0.905729056	-0.009085999	0.204	0.217	1
Tmem251	0.905901481	-0.013798514	0.094	0.104	1
Ccz1	0.906276209	-0.008792819	0.274	0.282	1
Brd1	0.906392835	-0.010318602	0.503	0.503	1
Rpgrip1	0.90713949	-0.005454743	0.167	0.172	1
5730480H06Rik	0.907167065	-0.003490919	0.101	0.1	1
Tdg	0.908304177	-0.005474552	0.235	0.239	1
Eef1a1	0.90833034	-0.018896778	0.999	1	1
Aida	0.908858429	-0.01109943	0.148	0.158	1
Parn	0.909828912	-0.003396211	0.106	0.107	1
Akap11	0.910076982	-0.010793612	0.16	0.164	1
Rpap3	0.910903338	-0.004246082	0.108	0.113	1
Sun1	0.911661558	-0.013792975	0.088	0.103	1
Atp5g3	0.911791348	-0.015563847	0.638	0.629	1
Tmem68	0.913541578	-0.01324268	0.098	0.109	1
L3mbtl2	0.914154101	-0.012005622	0.12	0.13	1
Urm1	0.914219769	-0.004688647	0.134	0.139	1
Oxsr1	0.914347902	-0.01073192	0.177	0.185	1
Armc10	0.914586698	-0.004492974	0.117	0.12	1
Brf1	0.914946546	-0.012034448	0.126	0.135	1
Fkrp	0.915147484	-0.012500979	0.104	0.114	1
Hdac4	0.915925508	-0.013592771	0.089	0.1	1
Gnpat	0.916075739	-0.005294121	0.145	0.152	1
Vma21	0.917294869	-0.011897405	0.135	0.145	1
Fh1	0.917759986	-0.01201791	0.126	0.133	1
Secisbp2	0.9224209	-0.00827562	0.244	0.251	1
Zfp771	0.926114407	-0.012124225	0.108	0.117	1
Proser1	0.926406558	-0.0055795	0.157	0.156	1
Cers2	0.926464128	-0.008353165	0.236	0.237	1
Ahcyl1	0.927799189	-0.008628811	0.254	0.267	1
Dido1	0.928392854	-0.004760886	0.42	0.418	1
Ndufaf2	0.929032518	-0.00481832	0.117	0.122	1
Hars2	0.92980587	-0.012280691	0.103	0.111	1
Ninj1	0.930418701	-0.004764225	0.103	0.109	1
Zfx	0.93058837	-0.00617929	0.204	0.208	1
Trmt2a	0.930629724	-0.010563537	0.158	0.169	1
Wdr82	0.930690263	-0.008060467	0.254	0.259	1
Ifi47	0.931359669	-0.00527371	0.13	0.133	1
Ranbp3	0.935119736	-0.005943362	0.173	0.177	1
Neurl4	0.935437913	-0.005633757	0.115	0.12	1
Prrc1	0.935781088	-0.010898765	0.125	0.134	1
Mtf1	0.936135592	-0.005704777	0.136	0.14	1
Prdx1	0.937189016	-0.020970902	0.751	0.767	1
Naa40	0.938618163	-0.005305233	0.103	0.108	1
Rnf123	0.938666121	-0.00560847	0.112	0.118	1
Abt1	0.939770954	-0.00605796	0.123	0.126	1
Haus6	0.940984978	-0.005652911	0.098	0.104	1
Clip1	0.943161097	-0.010495076	0.134	0.143	1
